,"Most similar countries to coresponding (topic, country) pair"
boat_Colombia,"[('Nigeria', 0.944), ('Argentina', 0.941), ('Indonesia', 0.936), ('Mexico', 0.931), ('Japan', 0.922), ('China', 0.921), ('Thailand', 0.915), ('Egypt', 0.914), ('Romania', 0.909), ('Italy', 0.905), ('Philippines', 0.9), ('South Africa', 0.892), ('Spain', 0.889), ('South Korea', 0.889), ('Turkey', 0.886), ('United Kingdom', 0.881), ('United Arab Emirates', 0.849)]"
boat_Italy,"[('Spain', 0.978), ('Turkey', 0.956), ('South Africa', 0.942), ('Argentina', 0.932), ('Japan', 0.932), ('Mexico', 0.923), ('China', 0.92), ('Romania', 0.92), ('Egypt', 0.908), ('Colombia', 0.905), ('United Kingdom', 0.894), ('United Arab Emirates', 0.889), ('South Korea', 0.882), ('Indonesia', 0.867), ('Nigeria', 0.858), ('Thailand', 0.851), ('Philippines', 0.836)]"
boat_South Korea,"[('China', 0.923), ('Japan', 0.918), ('Romania', 0.897), ('Argentina', 0.894), ('Turkey', 0.891), ('Colombia', 0.889), ('South Africa', 0.884), ('Italy', 0.882), ('Egypt', 0.875), ('Thailand', 0.875), ('Spain', 0.873), ('Indonesia', 0.872), ('Mexico', 0.87), ('Nigeria', 0.861), ('United Arab Emirates', 0.854), ('United Kingdom', 0.84), ('Philippines', 0.836)]"
boat_Mexico,"[('Colombia', 0.931), ('Spain', 0.929), ('Italy', 0.923), ('China', 0.918), ('Argentina', 0.918), ('Japan', 0.916), ('South Africa', 0.915), ('Romania', 0.915), ('Egypt', 0.911), ('Turkey', 0.904), ('United Arab Emirates', 0.903), ('Nigeria', 0.895), ('Indonesia', 0.89), ('Thailand', 0.877), ('South Korea', 0.87), ('United Kingdom', 0.861), ('Philippines', 0.858)]"
boat_Romania,"[('Argentina', 0.934), ('Japan', 0.932), ('Turkey', 0.928), ('China', 0.925), ('Italy', 0.92), ('Spain', 0.916), ('Mexico', 0.915), ('South Africa', 0.911), ('Colombia', 0.909), ('South Korea', 0.897), ('United Kingdom', 0.896), ('Egypt', 0.896), ('United Arab Emirates', 0.893), ('Thailand', 0.893), ('Indonesia', 0.887), ('Nigeria', 0.88), ('Philippines', 0.841)]"
refrigerator_Iran,"[('South Africa', 0.948), ('Brazil', 0.947), ('Colombia', 0.944), ('Netherlands', 0.94), ('India', 0.937), ('China', 0.926), ('Pakistan', 0.925), ('Serbia', 0.916), ('Mexico', 0.902), ('Spain', 0.902), ('Indonesia', 0.873), ('United States', 0.856), ('Philippines', 0.792)]"
refrigerator_Netherlands,"[('Colombia', 0.942), ('Iran', 0.94), ('South Africa', 0.928), ('India', 0.926), ('Brazil', 0.924), ('Serbia', 0.907), ('Spain', 0.907), ('Pakistan', 0.901), ('China', 0.892), ('Mexico', 0.89), ('United States', 0.884), ('Indonesia', 0.835), ('Philippines', 0.782)]"
refrigerator_United States,"[('Spain', 0.945), ('Mexico', 0.942), ('Serbia', 0.919), ('Brazil', 0.916), ('Colombia', 0.912), ('India', 0.902), ('China', 0.884), ('Netherlands', 0.884), ('South Africa', 0.869), ('Iran', 0.856), ('Pakistan', 0.854), ('Indonesia', 0.849), ('Philippines', 0.786)]"
refrigerator_Philippines,"[('Serbia', 0.867), ('Indonesia', 0.862), ('China', 0.851), ('India', 0.85), ('Colombia', 0.822), ('Pakistan', 0.821), ('Brazil', 0.818), ('Mexico', 0.804), ('Spain', 0.796), ('Iran', 0.792), ('United States', 0.786), ('South Africa', 0.786), ('Netherlands', 0.782)]"
refrigerator_Brazil,"[('Colombia', 0.972), ('India', 0.961), ('South Africa', 0.948), ('Iran', 0.947), ('China', 0.943), ('Mexico', 0.943), ('Serbia', 0.941), ('Spain', 0.938), ('Pakistan', 0.927), ('Netherlands', 0.924), ('United States', 0.916), ('Indonesia', 0.911), ('Philippines', 0.818)]"
refrigerator_Mexico,"[('Brazil', 0.943), ('United States', 0.942), ('Spain', 0.931), ('Serbia', 0.931), ('Colombia', 0.928), ('China', 0.924), ('India', 0.919), ('South Africa', 0.904), ('Iran', 0.902), ('Indonesia', 0.894), ('Netherlands', 0.89), ('Pakistan', 0.876), ('Philippines', 0.804)]"
refrigerator_India,"[('Pakistan', 0.973), ('Colombia', 0.971), ('Brazil', 0.961), ('China', 0.942), ('Iran', 0.937), ('Indonesia', 0.933), ('South Africa', 0.929), ('Netherlands', 0.926), ('Mexico', 0.919), ('Serbia', 0.919), ('Spain', 0.903), ('United States', 0.902), ('Philippines', 0.85)]"
refrigerator_Serbia,"[('Spain', 0.951), ('Brazil', 0.941), ('China', 0.94), ('Mexico', 0.931), ('United States', 0.919), ('Colombia', 0.919), ('India', 0.919), ('Iran', 0.916), ('South Africa', 0.912), ('Netherlands', 0.907), ('Indonesia', 0.891), ('Pakistan', 0.882), ('Philippines', 0.867)]"
refrigerator_Indonesia,"[('China', 0.937), ('India', 0.933), ('Brazil', 0.911), ('Pakistan', 0.909), ('Mexico', 0.894), ('Colombia', 0.893), ('Serbia', 0.891), ('Iran', 0.873), ('Philippines', 0.862), ('South Africa', 0.857), ('United States', 0.849), ('Spain', 0.838), ('Netherlands', 0.835)]"
refrigerator_China,"[('Brazil', 0.943), ('India', 0.942), ('Serbia', 0.94), ('Indonesia', 0.937), ('Colombia', 0.929), ('Iran', 0.926), ('Mexico', 0.924), ('Pakistan', 0.916), ('South Africa', 0.902), ('Spain', 0.894), ('Netherlands', 0.892), ('United States', 0.884), ('Philippines', 0.851)]"
refrigerator_Pakistan,"[('India', 0.973), ('Colombia', 0.936), ('Brazil', 0.927), ('Iran', 0.925), ('China', 0.916), ('Indonesia', 0.909), ('Netherlands', 0.901), ('South Africa', 0.897), ('Serbia', 0.882), ('Mexico', 0.876), ('United States', 0.854), ('Spain', 0.854), ('Philippines', 0.821)]"
refrigerator_South Africa,"[('Iran', 0.948), ('Brazil', 0.948), ('Colombia', 0.942), ('India', 0.929), ('Netherlands', 0.928), ('Spain', 0.914), ('Serbia', 0.912), ('Mexico', 0.904), ('China', 0.902), ('Pakistan', 0.897), ('United States', 0.869), ('Indonesia', 0.857), ('Philippines', 0.786)]"
refrigerator_Colombia,"[('Brazil', 0.972), ('India', 0.971), ('Iran', 0.944), ('South Africa', 0.942), ('Netherlands', 0.942), ('Pakistan', 0.936), ('China', 0.929), ('Mexico', 0.928), ('Spain', 0.922), ('Serbia', 0.919), ('United States', 0.912), ('Indonesia', 0.893), ('Philippines', 0.822)]"
refrigerator_Spain,"[('Serbia', 0.951), ('United States', 0.945), ('Brazil', 0.938), ('Mexico', 0.931), ('Colombia', 0.922), ('South Africa', 0.914), ('Netherlands', 0.907), ('India', 0.903), ('Iran', 0.902), ('China', 0.894), ('Pakistan', 0.854), ('Indonesia', 0.838), ('Philippines', 0.796)]"
monument_Italy,"[('Spain', 0.968), ('Romania', 0.957), ('Turkey', 0.94), ('Argentina', 0.939), ('Mexico', 0.929), ('Colombia', 0.923), ('Egypt', 0.912), ('South Africa', 0.904), ('United Kingdom', 0.901), ('China', 0.888), ('Philippines', 0.882), ('Japan', 0.863), ('Thailand', 0.861), ('Indonesia', 0.86), ('Nigeria', 0.835), ('South Korea', 0.834)]"
monument_Turkey,"[('Romania', 0.966), ('Argentina', 0.951), ('Spain', 0.951), ('Colombia', 0.942), ('Italy', 0.94), ('Mexico', 0.94), ('Egypt', 0.938), ('South Africa', 0.927), ('China', 0.909), ('Philippines', 0.898), ('Thailand', 0.895), ('Indonesia', 0.885), ('United Kingdom', 0.883), ('South Korea', 0.878), ('Nigeria', 0.864), ('Japan', 0.862)]"
monument_Japan,"[('South Korea', 0.914), ('China', 0.902), ('Italy', 0.863), ('Turkey', 0.862), ('Spain', 0.859), ('Colombia', 0.858), ('Argentina', 0.856), ('Romania', 0.856), ('Mexico', 0.853), ('South Africa', 0.85), ('Philippines', 0.845), ('Thailand', 0.845), ('Indonesia', 0.841), ('United Kingdom', 0.838), ('Nigeria', 0.819), ('Egypt', 0.818)]"
monument_Argentina,"[('Mexico', 0.969), ('Colombia', 0.964), ('Spain', 0.958), ('South Africa', 0.954), ('Turkey', 0.951), ('Italy', 0.939), ('Romania', 0.937), ('Egypt', 0.928), ('Philippines', 0.908), ('United Kingdom', 0.896), ('China', 0.892), ('Thailand', 0.879), ('Indonesia', 0.87), ('Japan', 0.856), ('Nigeria', 0.855), ('South Korea', 0.837)]"
monument_South Africa,"[('Argentina', 0.954), ('Colombia', 0.943), ('Mexico', 0.932), ('Spain', 0.931), ('Turkey', 0.927), ('Egypt', 0.908), ('Italy', 0.904), ('Romania', 0.903), ('United Kingdom', 0.898), ('Philippines', 0.892), ('China', 0.877), ('Thailand', 0.876), ('Nigeria', 0.865), ('Indonesia', 0.856), ('South Korea', 0.851), ('Japan', 0.85)]"
monument_Spain,"[('Italy', 0.968), ('Argentina', 0.958), ('Turkey', 0.951), ('Romania', 0.948), ('Colombia', 0.944), ('Mexico', 0.943), ('South Africa', 0.931), ('Egypt', 0.924), ('United Kingdom', 0.91), ('Philippines', 0.883), ('China', 0.882), ('Japan', 0.859), ('Thailand', 0.858), ('Indonesia', 0.851), ('Nigeria', 0.844), ('South Korea', 0.843)]"
monument_Thailand,"[('Indonesia', 0.95), ('Philippines', 0.942), ('Colombia', 0.91), ('Mexico', 0.903), ('Turkey', 0.895), ('Egypt', 0.891), ('Nigeria', 0.88), ('China', 0.879), ('Argentina', 0.879), ('Romania', 0.878), ('South Africa', 0.876), ('Italy', 0.861), ('Spain', 0.858), ('Japan', 0.845), ('South Korea', 0.843), ('United Kingdom', 0.835)]"
monument_Nigeria,"[('Philippines', 0.922), ('Indonesia', 0.912), ('Colombia', 0.904), ('Thailand', 0.88), ('Mexico', 0.874), ('South Africa', 0.865), ('Turkey', 0.864), ('Argentina', 0.855), ('Egypt', 0.851), ('Romania', 0.847), ('Spain', 0.844), ('Italy', 0.835), ('China', 0.833), ('Japan', 0.819), ('South Korea', 0.813), ('United Kingdom', 0.805)]"
monument_Indonesia,"[('Philippines', 0.964), ('Thailand', 0.95), ('Colombia', 0.916), ('Nigeria', 0.912), ('Mexico', 0.906), ('Turkey', 0.885), ('China', 0.878), ('Egypt', 0.875), ('Romania', 0.874), ('Argentina', 0.87), ('Italy', 0.86), ('South Africa', 0.856), ('Spain', 0.851), ('Japan', 0.841), ('South Korea', 0.834), ('United Kingdom', 0.822)]"
monument_Philippines,"[('Indonesia', 0.964), ('Colombia', 0.953), ('Thailand', 0.942), ('Mexico', 0.938), ('Nigeria', 0.922), ('Argentina', 0.908), ('Turkey', 0.898), ('South Africa', 0.892), ('Egypt', 0.889), ('Romania', 0.887), ('Spain', 0.883), ('Italy', 0.882), ('China', 0.874), ('Japan', 0.845), ('United Kingdom', 0.84), ('South Korea', 0.829)]"
monument_Mexico,"[('Colombia', 0.976), ('Argentina', 0.969), ('Spain', 0.943), ('Turkey', 0.94), ('Philippines', 0.938), ('South Africa', 0.932), ('Egypt', 0.932), ('Italy', 0.929), ('Romania', 0.925), ('Indonesia', 0.906), ('Thailand', 0.903), ('China', 0.892), ('Nigeria', 0.874), ('United Kingdom', 0.873), ('Japan', 0.853), ('South Korea', 0.846)]"
monument_Romania,"[('Turkey', 0.966), ('Italy', 0.957), ('Spain', 0.948), ('Argentina', 0.937), ('Colombia', 0.925), ('Mexico', 0.925), ('Egypt', 0.913), ('South Africa', 0.903), ('United Kingdom', 0.9), ('China', 0.896), ('Philippines', 0.887), ('Thailand', 0.878), ('Indonesia', 0.874), ('Japan', 0.856), ('Nigeria', 0.847), ('South Korea', 0.847)]"
monument_United Kingdom,"[('Spain', 0.91), ('Italy', 0.901), ('Romania', 0.9), ('South Africa', 0.898), ('Argentina', 0.896), ('Turkey', 0.883), ('Colombia', 0.878), ('Mexico', 0.873), ('China', 0.864), ('Egypt', 0.848), ('Philippines', 0.84), ('Japan', 0.838), ('Thailand', 0.835), ('Indonesia', 0.822), ('Nigeria', 0.805), ('South Korea', 0.8)]"
monument_Colombia,"[('Mexico', 0.976), ('Argentina', 0.964), ('Philippines', 0.953), ('Spain', 0.944), ('South Africa', 0.943), ('Turkey', 0.942), ('Romania', 0.925), ('Italy', 0.923), ('Egypt', 0.921), ('Indonesia', 0.916), ('Thailand', 0.91), ('Nigeria', 0.904), ('China', 0.884), ('United Kingdom', 0.878), ('Japan', 0.858), ('South Korea', 0.846)]"
monument_Egypt,"[('Turkey', 0.938), ('Mexico', 0.932), ('Argentina', 0.928), ('Spain', 0.924), ('Colombia', 0.921), ('Romania', 0.913), ('Italy', 0.912), ('South Africa', 0.908), ('Thailand', 0.891), ('Philippines', 0.889), ('China', 0.88), ('Indonesia', 0.875), ('Nigeria', 0.851), ('United Kingdom', 0.848), ('South Korea', 0.827), ('Japan', 0.818)]"
monument_South Korea,"[('Japan', 0.914), ('China', 0.893), ('Turkey', 0.878), ('South Africa', 0.851), ('Romania', 0.847), ('Colombia', 0.846), ('Mexico', 0.846), ('Thailand', 0.843), ('Spain', 0.843), ('Argentina', 0.837), ('Italy', 0.834), ('Indonesia', 0.834), ('Philippines', 0.829), ('Egypt', 0.827), ('Nigeria', 0.813), ('United Kingdom', 0.8)]"
monument_China,"[('Turkey', 0.909), ('Japan', 0.902), ('Romania', 0.896), ('South Korea', 0.893), ('Argentina', 0.892), ('Mexico', 0.892), ('Italy', 0.888), ('Colombia', 0.884), ('Spain', 0.882), ('Egypt', 0.88), ('Thailand', 0.879), ('Indonesia', 0.878), ('South Africa', 0.877), ('Philippines', 0.874), ('United Kingdom', 0.864), ('Nigeria', 0.833)]"
living room_United States,"[('China', 0.852), ('Colombia', 0.841), ('Philippines', 0.821), ('India', 0.8), ('Indonesia', 0.787)]"
living room_Philippines,"[('Indonesia', 0.956), ('China', 0.934), ('India', 0.895), ('Colombia', 0.868), ('United States', 0.821)]"
living room_Indonesia,"[('Philippines', 0.956), ('China', 0.919), ('India', 0.887), ('Colombia', 0.853), ('United States', 0.787)]"
living room_India,"[('Philippines', 0.895), ('China', 0.893), ('Colombia', 0.89), ('Indonesia', 0.887), ('United States', 0.8)]"
living room_Colombia,"[('India', 0.89), ('China', 0.868), ('Philippines', 0.868), ('Indonesia', 0.853), ('United States', 0.841)]"
living room_China,"[('Philippines', 0.934), ('Indonesia', 0.919), ('India', 0.893), ('Colombia', 0.868), ('United States', 0.852)]"
toothpaste_Colombia,"[('Mexico', 0.99), ('Argentina', 0.987), ('South Africa', 0.984), ('Spain', 0.978), ('Nigeria', 0.975), ('Philippines', 0.974), ('United Arab Emirates', 0.974), ('United Kingdom', 0.972), ('Italy', 0.968), ('Romania', 0.966), ('Turkey', 0.964), ('Thailand', 0.964), ('Egypt', 0.958), ('Saudi Arabia', 0.958), ('Indonesia', 0.952), ('Hong Kong', 0.929), ('South Korea', 0.919), ('Netherlands', 0.904), ('China', 0.895), ('Japan', 0.889)]"
toothpaste_Spain,"[('Italy', 0.986), ('Turkey', 0.984), ('United Kingdom', 0.984), ('Romania', 0.983), ('Argentina', 0.982), ('Mexico', 0.982), ('Thailand', 0.979), ('Colombia', 0.978), ('South Africa', 0.978), ('Saudi Arabia', 0.978), ('United Arab Emirates', 0.973), ('Egypt', 0.969), ('Nigeria', 0.968), ('Indonesia', 0.959), ('South Korea', 0.956), ('Philippines', 0.95), ('Hong Kong', 0.939), ('China', 0.921), ('Japan', 0.92), ('Netherlands', 0.913)]"
toothpaste_United Kingdom,"[('Spain', 0.984), ('Italy', 0.983), ('Turkey', 0.98), ('Mexico', 0.98), ('Romania', 0.979), ('South Africa', 0.978), ('Argentina', 0.977), ('United Arab Emirates', 0.975), ('Colombia', 0.972), ('Saudi Arabia', 0.971), ('Thailand', 0.971), ('Nigeria', 0.962), ('Egypt', 0.959), ('Indonesia', 0.952), ('Philippines', 0.946), ('South Korea', 0.945), ('Hong Kong', 0.942), ('Japan', 0.916), ('China', 0.91), ('Netherlands', 0.898)]"
toothpaste_Mexico,"[('Argentina', 0.991), ('Colombia', 0.99), ('South Africa', 0.984), ('Spain', 0.982), ('United Kingdom', 0.98), ('United Arab Emirates', 0.98), ('Nigeria', 0.977), ('Italy', 0.974), ('Philippines', 0.971), ('Romania', 0.97), ('Thailand', 0.969), ('Turkey', 0.968), ('Saudi Arabia', 0.963), ('Egypt', 0.961), ('Indonesia', 0.954), ('Hong Kong', 0.94), ('South Korea', 0.931), ('Netherlands', 0.91), ('China', 0.905), ('Japan', 0.903)]"
toothpaste_Argentina,"[('Mexico', 0.991), ('Colombia', 0.987), ('South Africa', 0.986), ('Spain', 0.982), ('Nigeria', 0.982), ('United Kingdom', 0.977), ('United Arab Emirates', 0.977), ('Italy', 0.975), ('Philippines', 0.974), ('Turkey', 0.972), ('Thailand', 0.972), ('Romania', 0.971), ('Saudi Arabia', 0.97), ('Egypt', 0.968), ('Indonesia', 0.963), ('Hong Kong', 0.938), ('South Korea', 0.934), ('Netherlands', 0.911), ('China', 0.909), ('Japan', 0.903)]"
toothpaste_Japan,"[('Hong Kong', 0.959), ('China', 0.958), ('South Korea', 0.952), ('Thailand', 0.935), ('Turkey', 0.932), ('Italy', 0.923), ('Saudi Arabia', 0.921), ('Spain', 0.92), ('United Kingdom', 0.916), ('Egypt', 0.914), ('Romania', 0.911), ('Indonesia', 0.905), ('Argentina', 0.903), ('Mexico', 0.903), ('United Arab Emirates', 0.901), ('Nigeria', 0.894), ('South Africa', 0.89), ('Colombia', 0.889), ('Philippines', 0.874), ('Netherlands', 0.829)]"
toothpaste_Thailand,"[('Turkey', 0.984), ('Saudi Arabia', 0.983), ('Italy', 0.98), ('Spain', 0.979), ('Egypt', 0.977), ('Indonesia', 0.973), ('Argentina', 0.972), ('South Africa', 0.971), ('United Kingdom', 0.971), ('Mexico', 0.969), ('Romania', 0.968), ('Nigeria', 0.968), ('South Korea', 0.966), ('United Arab Emirates', 0.965), ('Colombia', 0.964), ('Hong Kong', 0.951), ('Philippines', 0.951), ('China', 0.948), ('Japan', 0.935), ('Netherlands', 0.892)]"
toothpaste_Indonesia,"[('Nigeria', 0.974), ('Thailand', 0.973), ('Egypt', 0.972), ('Saudi Arabia', 0.97), ('South Africa', 0.966), ('Turkey', 0.966), ('Italy', 0.965), ('Argentina', 0.963), ('Spain', 0.959), ('United Arab Emirates', 0.958), ('Philippines', 0.954), ('Mexico', 0.954), ('Colombia', 0.952), ('United Kingdom', 0.952), ('Romania', 0.951), ('Hong Kong', 0.935), ('South Korea', 0.934), ('China', 0.923), ('Japan', 0.905), ('Netherlands', 0.875)]"
toothpaste_Egypt,"[('Saudi Arabia', 0.979), ('Thailand', 0.977), ('Turkey', 0.973), ('Indonesia', 0.972), ('Nigeria', 0.971), ('Spain', 0.969), ('Argentina', 0.968), ('Italy', 0.965), ('South Africa', 0.964), ('United Arab Emirates', 0.961), ('Mexico', 0.961), ('United Kingdom', 0.959), ('Colombia', 0.958), ('Romania', 0.954), ('Philippines', 0.95), ('South Korea', 0.941), ('Hong Kong', 0.938), ('China', 0.928), ('Japan', 0.914), ('Netherlands', 0.879)]"
toothpaste_China,"[('Hong Kong', 0.958), ('Japan', 0.958), ('South Korea', 0.956), ('Thailand', 0.948), ('Turkey', 0.94), ('Saudi Arabia', 0.934), ('Egypt', 0.928), ('Italy', 0.925), ('Indonesia', 0.923), ('Spain', 0.921), ('Romania', 0.914), ('United Kingdom', 0.91), ('Nigeria', 0.91), ('Argentina', 0.909), ('United Arab Emirates', 0.906), ('Mexico', 0.905), ('South Africa', 0.898), ('Colombia', 0.895), ('Philippines', 0.89), ('Netherlands', 0.832)]"
toothpaste_Italy,"[('Turkey', 0.986), ('Spain', 0.986), ('Romania', 0.983), ('United Kingdom', 0.983), ('Thailand', 0.98), ('South Africa', 0.976), ('Argentina', 0.975), ('Saudi Arabia', 0.975), ('Mexico', 0.974), ('Colombia', 0.968), ('United Arab Emirates', 0.968), ('Nigeria', 0.966), ('Indonesia', 0.965), ('Egypt', 0.965), ('South Korea', 0.954), ('Philippines', 0.945), ('Hong Kong', 0.941), ('China', 0.925), ('Japan', 0.923), ('Netherlands', 0.897)]"
toothpaste_Turkey,"[('Italy', 0.986), ('Spain', 0.984), ('Thailand', 0.984), ('Saudi Arabia', 0.982), ('United Kingdom', 0.98), ('Romania', 0.977), ('Egypt', 0.973), ('Argentina', 0.972), ('United Arab Emirates', 0.969), ('Mexico', 0.968), ('South Africa', 0.967), ('Indonesia', 0.966), ('Colombia', 0.964), ('Nigeria', 0.964), ('South Korea', 0.961), ('Hong Kong', 0.949), ('Philippines', 0.945), ('China', 0.94), ('Japan', 0.932), ('Netherlands', 0.88)]"
toothpaste_Nigeria,"[('South Africa', 0.983), ('Argentina', 0.982), ('Mexico', 0.977), ('Philippines', 0.976), ('Colombia', 0.975), ('Indonesia', 0.974), ('Egypt', 0.971), ('United Arab Emirates', 0.97), ('Spain', 0.968), ('Thailand', 0.968), ('Italy', 0.966), ('Saudi Arabia', 0.965), ('Turkey', 0.964), ('United Kingdom', 0.962), ('Romania', 0.957), ('Hong Kong', 0.935), ('South Korea', 0.925), ('China', 0.91), ('Netherlands', 0.896), ('Japan', 0.894)]"
toothpaste_South Africa,"[('Argentina', 0.986), ('Colombia', 0.984), ('Mexico', 0.984), ('Nigeria', 0.983), ('Spain', 0.978), ('United Kingdom', 0.978), ('Italy', 0.976), ('United Arab Emirates', 0.973), ('Philippines', 0.971), ('Thailand', 0.971), ('Romania', 0.97), ('Saudi Arabia', 0.968), ('Turkey', 0.967), ('Indonesia', 0.966), ('Egypt', 0.964), ('South Korea', 0.928), ('Hong Kong', 0.925), ('Netherlands', 0.915), ('China', 0.898), ('Japan', 0.89)]"
toothpaste_Romania,"[('Italy', 0.983), ('Spain', 0.983), ('United Kingdom', 0.979), ('Turkey', 0.977), ('Argentina', 0.971), ('South Africa', 0.97), ('Mexico', 0.97), ('Thailand', 0.968), ('Saudi Arabia', 0.967), ('Colombia', 0.966), ('United Arab Emirates', 0.964), ('Nigeria', 0.957), ('Egypt', 0.954), ('Indonesia', 0.951), ('South Korea', 0.942), ('Philippines', 0.94), ('Hong Kong', 0.931), ('China', 0.914), ('Japan', 0.911), ('Netherlands', 0.904)]"
toothpaste_Philippines,"[('Nigeria', 0.976), ('Colombia', 0.974), ('Argentina', 0.974), ('South Africa', 0.971), ('Mexico', 0.971), ('United Arab Emirates', 0.966), ('Indonesia', 0.954), ('Thailand', 0.951), ('Spain', 0.95), ('Egypt', 0.95), ('United Kingdom', 0.946), ('Turkey', 0.945), ('Italy', 0.945), ('Saudi Arabia', 0.941), ('Romania', 0.94), ('Hong Kong', 0.921), ('South Korea', 0.899), ('China', 0.89), ('Netherlands', 0.886), ('Japan', 0.874)]"
toothpaste_Saudi Arabia,"[('Thailand', 0.983), ('Turkey', 0.982), ('Egypt', 0.979), ('Spain', 0.978), ('Italy', 0.975), ('United Kingdom', 0.971), ('Indonesia', 0.97), ('Argentina', 0.97), ('South Africa', 0.968), ('Romania', 0.967), ('Nigeria', 0.965), ('Mexico', 0.963), ('United Arab Emirates', 0.961), ('Colombia', 0.958), ('South Korea', 0.958), ('Philippines', 0.941), ('Hong Kong', 0.938), ('China', 0.934), ('Japan', 0.921), ('Netherlands', 0.891)]"
toothpaste_South Korea,"[('Thailand', 0.966), ('Turkey', 0.961), ('Saudi Arabia', 0.958), ('Spain', 0.956), ('China', 0.956), ('Italy', 0.954), ('Japan', 0.952), ('United Kingdom', 0.945), ('Romania', 0.942), ('Egypt', 0.941), ('Hong Kong', 0.94), ('Indonesia', 0.934), ('Argentina', 0.934), ('Mexico', 0.931), ('South Africa', 0.928), ('United Arab Emirates', 0.928), ('Nigeria', 0.925), ('Colombia', 0.919), ('Philippines', 0.899), ('Netherlands', 0.864)]"
